SESSIONID,CARPARKNUMBER,VEHICLETYPE,SESSIONSTART,SESSIONEND,TOTAL_CHARGE,DURATION,EFFECTIVE_CHARGE,LOT_NUMBER,LABEL_TYPE
0PL81-E-00001-20211019212758,PL81,C,19/10/2021 21:27,20/10/2021 13:35,14.16,968,14.16,249,0
0PL81-L-00315-20211019213702,PL81,C,19/10/2021 21:37,19/10/2021 22:43,1.32,66,1.32,315,0
0PL81-E-00001-20211019213944,PL81,C,19/10/2021 21:39,19/10/2021 21:46,0,7,0,52,0
0PL81-E-00001-20211019215430,PL81,C,19/10/2021 21:54,19/10/2021 22:30,0.72,36,0,91,0
0PL81-E-00001-20211019215642,PL81,C,19/10/2021 21:56,19/10/2021 22:04,0,8,0,143,0
0PL81-E-00001-20211019221805,PL81,C,19/10/2021 22:18,19/10/2021 23:40,1.64,82,1.64,170,0
0PL81-L-00134-20211019224607,PL81,C,19/10/2021 22:46,19/10/2021 22:48,0,2,0,134,0
0PL81-E-00001-20211019225331,PL81,C,19/10/2021 22:53,19/10/2021 23:22,0.58,29,0,104,0
0PL81-E-00001-20211019230152,PL81,C,19/10/2021 23:01,19/10/2021 23:56,1.1,55,1.1,470,0
0PL81-L-00102-20211019232226,PL81,C,19/10/2021 23:22,19/10/2021 23:33,0,11,0,102,0
0PL81-L-00291-20211019232833,PL81,C,19/10/2021 23:28,19/10/2021 23:32,0,4,0,291,0
0PL81-L-00291-20211019233834,PL81,C,19/10/2021 23:38,19/10/2021 23:41,0,3,0,291,0
0PL81-L-00291-20211019234514,PL81,C,19/10/2021 23:45,19/10/2021 23:53,0,8,0,291,0
0PL81-L-00291-20211019235515,PL81,C,19/10/2021 23:55,19/10/2021 23:57,0,2,0,291,0
0PL81-L-00432-20211019235624,PL81,C,19/10/2021 23:56,19/10/2021 23:56,0,0,0,432,0
0PL81-L-00291-20211019235903,PL81,C,19/10/2021 23:59,20/10/2021 0:00,0,1,0,291,0
0PL81-E-00001-20211020000324,PL81,C,20/10/2021 0:03,20/10/2021 0:07,0,4,0,91,0
0PL81-L-00291-20211020000356,PL81,C,20/10/2021 0:03,20/10/2021 8:55,7.3,532,0,291,0
0PL81-L-00091-20211020000719,PL81,C,20/10/2021 0:07,20/10/2021 0:46,0.78,39,0,91,0
0PL81-L-00032-20211020010446,PL81,C,20/10/2021 1:04,20/10/2021 1:05,0,1,0,32,0
0PL81-L-00032-20211020010531,PL81,C,20/10/2021 1:05,20/10/2021 1:06,0,1,0,32,0
0PL81-L-00032-20211020010646,PL81,C,20/10/2021 1:06,20/10/2021 1:09,0,3,0,32,0
0PL81-L-00032-20211020010955,PL81,C,20/10/2021 1:09,20/10/2021 1:10,0,1,0,32,0
0PL81-L-00032-20211020011034,PL81,C,20/10/2021 1:10,20/10/2021 1:38,0.56,28,0,32,0
0PL81-E-00001-20211020011258,PL81,C,20/10/2021 1:12,20/10/2021 2:03,1.02,51,0,101,0
0PL81-L-00091-20211020011628,PL81,C,20/10/2021 1:16,20/10/2021 1:36,0,20,0,91,0
0PL81-L-00032-20211020013944,PL81,C,20/10/2021 1:39,20/10/2021 1:43,0,4,0,32,0
0PL81-L-00032-20211020014408,PL81,C,20/10/2021 1:44,20/10/2021 1:45,0,1,0,32,0
0PL81-L-00032-20211020014603,PL81,C,20/10/2021 1:46,20/10/2021 5:09,4.06,203,0,32,0
0PL81-E-00001-20211020022640,PL81,C,20/10/2021 2:26,20/10/2021 10:38,9.36,492,9.36,151,0
0PL81-E-00001-20211020062540,PL81,C,20/10/2021 6:25,20/10/2021 6:31,0,6,0,91,0
0PL81-E-00001-20211020190402,PL81,C,20/10/2021 19:04,20/10/2021 19:15,0,11,0,98,0
0PL81-E-00001-20211020190545,PL81,C,20/10/2021 19:05,21/10/2021 8:39,11.08,814,0,157,0
0PL81-E-00001-20211020191147,PL81,C,20/10/2021 19:11,20/10/2021 22:17,3.72,186,0,116,0
0PL81-E-00001-20211020191208,PL81,C,20/10/2021 19:12,20/10/2021 19:51,0.78,39,0,3,0
0PL81-L-00214-20211020191912,PL81,C,20/10/2021 19:19,20/10/2021 19:26,0,7,0,214,0
0PL81-E-00001-20211020192001,PL81,C,20/10/2021 19:20,20/10/2021 20:22,1.24,62,0,65,0
0PL81-L-00357-20211020192811,PL81,C,20/10/2021 19:28,20/10/2021 19:49,0.42,21,0,357,0
0PL81-E-00001-20211020193234,PL81,C,20/10/2021 19:32,20/10/2021 20:37,1.3,65,0,49,0
0PL81-L-00137-20211020194459,PL81,C,20/10/2021 19:44,20/10/2021 19:44,0,0,0,137,0
0PL81-L-00102-20211020194507,PL81,C,20/10/2021 19:45,20/10/2021 19:45,0,0,0,102,0
0PL81-E-00001-20211020195229,PL81,C,20/10/2021 19:52,20/10/2021 20:03,0,11,0,74,0
0PL81-L-00050-20211020195335,PL81,C,20/10/2021 19:53,20/10/2021 20:40,0.94,47,0,50,0
0PL81-E-00001-20211020195913,PL81,C,20/10/2021 19:59,20/10/2021 20:24,0.5,25,0,64,0
0PL81-E-00001-20211020200620,PL81,C,20/10/2021 20:06,20/10/2021 20:13,0,7,0,152,0
0PL81-E-00001-20211020200638,PL81,C,20/10/2021 20:06,20/10/2021 23:08,3.64,182,3.64,76,0
0PL81-E-00001-20211020205007,PL81,C,20/10/2021 20:50,20/10/2021 21:28,0.76,38,0,105,0
0PL81-E-00001-20211020205619,PL81,C,20/10/2021 20:56,20/10/2021 20:56,0,0,0,128,0
0PL81-L-00129-20211020205801,PL81,C,20/10/2021 20:58,20/10/2021 20:58,0,0,0,129,0
0PL81-L-00074-20211020205953,PL81,C,20/10/2021 20:59,20/10/2021 22:29,0,90,0,74,0
0PL81-E-00001-20211020210252,PL81,C,20/10/2021 21:02,20/10/2021 21:14,0,12,0,53,0
0PL81-E-00001-20211020212102,PL81,C,20/10/2021 21:21,20/10/2021 21:42,0.42,21,0,98,0
0PL81-E-00001-20211020213948,PL81,C,20/10/2021 21:39,21/10/2021 0:22,3.26,163,0,304,0
0PL81-E-00001-20211020215031,PL81,C,20/10/2021 21:50,20/10/2021 23:50,2.4,120,0,330,0
0PL81-E-00001-20211020215036,PL81,C,20/10/2021 21:50,20/10/2021 21:54,0,4,0,399,0
0PL81-L-00128-20211020215237,PL81,C,20/10/2021 21:52,20/10/2021 22:27,0,35,0,128,0
0PL81-L-00397-20211020215404,PL81,C,20/10/2021 21:54,21/10/2021 2:05,5.02,251,0,397,0
0PL81-L-00257-20211020220123,PL81,C,20/10/2021 22:01,20/10/2021 22:14,0,13,0,257,0
0PL81-L-00257-20211020221504,PL81,C,20/10/2021 22:15,20/10/2021 22:48,0.66,33,0,257,0
0PL81-E-00001-20211020221740,PL81,C,20/10/2021 22:17,21/10/2021 2:09,0,232,0,184,0
0PL81-E-00001-20211020222530,PL81,C,20/10/2021 22:25,20/10/2021 22:25,0,0,0,116,0
0PL81-L-00115-20211020222740,PL81,C,20/10/2021 22:27,20/10/2021 22:30,0,3,0,115,0
0PL81-E-00001-20211020224339,PL81,C,20/10/2021 22:43,20/10/2021 23:47,1.28,64,0,138,0
0PL81-L-00257-20211020224908,PL81,C,20/10/2021 22:49,21/10/2021 2:37,4.56,228,0,257,0
0PL81-L-00076-20211020231008,PL81,C,20/10/2021 23:10,20/10/2021 23:10,0,0,0,76,0
0PL81-L-00076-20211020231038,PL81,C,20/10/2021 23:10,20/10/2021 23:12,0,2,0,76,0
0PL81-L-00076-20211020231236,PL81,C,20/10/2021 23:12,21/10/2021 0:29,1.54,77,1.54,76,0
0PL81-E-00001-20211020231319,PL81,C,20/10/2021 23:13,21/10/2021 6:38,5,445,0,253,0
0PL81-L-00128-20211020232634,PL81,C,20/10/2021 23:26,20/10/2021 23:39,0,13,0,128,0
0PL81-E-00001-20211020233852,PL81,C,20/10/2021 23:38,21/10/2021 14:26,12,888,12,432,0
0PL81-E-00001-20211021053547,PL81,C,21/10/2021 5:35,21/10/2021 18:09,13.7,754,0,88,0
0PL81-E-00001-20211021054437,PL81,C,21/10/2021 5:44,21/10/2021 6:48,1.28,64,1.28,83,0
0PL81-E-00001-20211021061012,PL81,C,21/10/2021 6:10,21/10/2021 6:16,0,6,0,139,0
0PL81-E-00001-20211021064005,PL81,C,21/10/2021 6:40,21/10/2021 6:57,0,17,0,35,0
0PL81-L-00060-20211021190023,PL81,C,21/10/2021 19:00,21/10/2021 19:05,0,5,0,60,0
0PL81-E-00001-20211021190115,PL81,C,21/10/2021 19:01,21/10/2021 19:54,1.06,53,1.06,131,0
0PL81-E-00001-20211021190406,PL81,C,21/10/2021 19:04,21/10/2021 19:49,0.9,45,0,158,0
0PL81-L-00357-20211021191928,PL81,C,21/10/2021 19:19,21/10/2021 19:21,0,2,0,357,0
0PL81-E-00001-20211021192221,PL81,C,21/10/2021 19:22,21/10/2021 21:16,2.28,114,0,108,0
0PL81-L-00325-20211021192223,PL81,C,21/10/2021 19:22,21/10/2021 19:24,0,2,0,325,0
0PL81-L-00322-20211021192251,PL81,C,21/10/2021 19:22,21/10/2021 19:23,0,1,0,322,0
0PL81-L-00322-20211021192354,PL81,C,21/10/2021 19:23,21/10/2021 19:25,0,2,0,322,0
0PL81-L-00099-20211021192451,PL81,C,21/10/2021 19:24,21/10/2021 19:52,0.56,28,0,99,0
0PL81-E-00001-20211021192914,PL81,C,21/10/2021 19:29,21/10/2021 19:42,0,13,0,48,0
0PL81-L-00048-20211021193040,PL81,C,21/10/2021 19:30,21/10/2021 19:31,0,1,0,48,0
0PL81-L-00172-20211021193555,PL81,C,21/10/2021 19:35,21/10/2021 20:10,0.7,35,0,172,0
0PL81-E-00001-20211021193936,PL81,C,21/10/2021 19:39,21/10/2021 19:52,0,13,0,91,0
0PL81-E-00001-20211021195722,PL81,C,21/10/2021 19:57,21/10/2021 20:23,0.52,26,0,48,0
0PL81-E-00001-20211021195903,PL81,C,21/10/2021 19:59,21/10/2021 22:50,3.42,171,3.42,68,0
0PL81-E-00001-20211021200038,PL81,C,21/10/2021 20:00,21/10/2021 22:30,3,150,0,253,0
0PL81-L-00172-20211021201632,PL81,C,21/10/2021 20:16,21/10/2021 20:19,0,3,0,172,0
0PL81-E-00001-20211021201909,PL81,C,21/10/2021 20:19,22/10/2021 1:36,6.34,317,0,164,0
0PL81-L-00172-20211021202029,PL81,C,21/10/2021 20:20,21/10/2021 20:21,0,1,0,172,0
0PL81-E-00001-20211021202613,PL81,C,21/10/2021 20:26,21/10/2021 21:48,1.64,82,0,48,0
0PL81-E-00001-20211021203804,PL81,C,21/10/2021 20:38,21/10/2021 20:54,0,16,0,92,0
0PL81-E-00001-20211021204854,PL81,C,21/10/2021 20:48,22/10/2021 9:00,9.44,732,0,335,0
0PL81-E-00001-20211021204952,PL81,C,21/10/2021 20:49,21/10/2021 21:22,0.66,33,0,156,0
0PL81-E-00001-20211021205413,PL81,C,21/10/2021 20:54,22/10/2021 0:05,3.82,191,0,342,0
0PL81-E-00001-20211021205501,PL81,C,21/10/2021 20:55,21/10/2021 21:27,0.64,32,0,55,0
0PL81-E-00001-20211021205948,PL81,C,21/10/2021 20:59,21/10/2021 21:12,0,13,0,99,0
0PL81-E-00001-20211021211347,PL81,C,21/10/2021 21:13,21/10/2021 21:28,0,15,0,138,0
0PL81-E-00001-20211021212135,PL81,C,21/10/2021 21:21,21/10/2021 23:05,2.08,104,0,147,0
0PL81-E-00001-20211021212941,PL81,C,21/10/2021 21:29,21/10/2021 22:20,1.02,51,0,337,0
0PL81-E-00001-20211021220005,PL81,C,21/10/2021 22:00,22/10/2021 5:58,5.6,478,0,4,0
0PL81-E-00001-20211021220714,PL81,C,21/10/2021 22:07,21/10/2021 22:18,0,11,0,262,0
0PL81-E-00001-20211021221004,PL81,C,21/10/2021 22:10,22/10/2021 0:31,2.82,141,0,92,0
0PL81-E-00001-20211021221334,PL81,C,21/10/2021 22:13,21/10/2021 22:22,0,9,0,98,0
0PL81-L-00098-20211021222427,PL81,C,21/10/2021 22:24,21/10/2021 23:06,0.84,42,0,98,0
0PL81-E-00001-20211021222504,PL81,C,21/10/2021 22:25,21/10/2021 22:56,0,31,0,48,0
0PL81-E-00001-20211021223023,PL81,C,21/10/2021 22:30,22/10/2021 0:28,2.36,118,0,341,0
0PL81-E-00001-20211021223345,PL81,C,21/10/2021 22:33,21/10/2021 22:43,0,10,0,102,0
0PL81-E-00001-20211021224647,PL81,C,21/10/2021 22:46,21/10/2021 22:54,0,8,0,100,0
0PL81-E-00001-20211021230847,PL81,C,21/10/2021 23:08,21/10/2021 23:57,0.98,49,0,177,0
0PL81-E-00001-20211021231340,PL81,C,21/10/2021 23:13,22/10/2021 11:06,9.92,713,0,253,0
0PL81-E-00001-20211021231502,PL81,C,21/10/2021 23:15,21/10/2021 23:32,0,17,0,170,0
0PL81-L-00099-20211021231632,PL81,C,21/10/2021 23:16,22/10/2021 9:38,8.16,622,0,99,0
0PL81-E-00001-20211021231834,PL81,C,21/10/2021 23:18,21/10/2021 23:29,0,11,0,106,0
0PL81-E-00001-20211021233534,PL81,C,21/10/2021 23:35,22/10/2021 0:22,0.94,47,0,100,0
0PL81-E-00001-20211021233822,PL81,C,21/10/2021 23:38,22/10/2021 7:15,5.3,457,0,132,0
0PL81-L-00154-20211022001143,PL81,C,22/10/2021 0:11,22/10/2021 0:56,0.9,45,0.9,154,0
0PL81-E-00001-20211022002000,PL81,C,22/10/2021 0:20,22/10/2021 1:43,1.66,83,0,101,0
0PL81-E-00001-20211022003914,PL81,C,22/10/2021 0:39,22/10/2021 0:54,0,15,0,98,0
0PL81-E-00001-20211022004033,PL81,C,22/10/2021 0:40,22/10/2021 1:52,1.44,72,0,92,0
0PL81-L-00154-20211022005655,PL81,C,22/10/2021 0:56,22/10/2021 7:55,6.1,419,6.1,154,0
0PL81-E-00001-20211022012939,PL81,C,22/10/2021 1:29,22/10/2021 14:42,14.24,793,14.24,470,0
0PL81-E-00001-20211022024245,PL81,C,22/10/2021 2:42,22/10/2021 4:29,2.14,107,0,92,0
0PL81-E-00001-20211022031339,PL81,C,22/10/2021 3:13,22/10/2021 4:03,1,50,0,67,0
0PL81-E-00001-20211022051238,PL81,C,22/10/2021 5:12,22/10/2021 21:50,14.16,998,0,27,0
0PL81-E-00001-20211022061423,PL81,C,22/10/2021 6:14,22/10/2021 6:20,0,6,0,42,0
0PL81-E-00001-20211022190032,PL81,C,22/10/2021 19:00,22/10/2021 19:26,0.52,26,0,87,0
0PL81-E-00001-20211022190043,PL81,C,22/10/2021 19:00,22/10/2021 19:42,0.84,42,0,145,0
0PL81-E-00001-20211022190341,PL81,C,22/10/2021 19:03,22/10/2021 19:13,0,10,0,89,0
0PL81-E-00001-20211022190918,PL81,C,22/10/2021 19:09,22/10/2021 19:35,0.52,26,0,321,0
0PL81-E-00001-20211022190925,PL81,C,22/10/2021 19:09,22/10/2021 22:25,3.92,196,0,124,0
0PL81-E-00001-20211022191800,PL81,C,22/10/2021 19:18,22/10/2021 19:20,0,2,0,129,0
0PL81-L-00012-20211022191806,PL81,C,22/10/2021 19:18,22/10/2021 19:19,0,1,0,12,0
0PL81-L-00129-20211022192033,PL81,C,22/10/2021 19:20,22/10/2021 22:23,3.66,183,0,129,0
0PL81-E-00001-20211022192848,PL81,C,22/10/2021 19:28,22/10/2021 23:27,0,239,0,127,0
0PL81-E-00001-20211022192854,PL81,C,22/10/2021 19:28,22/10/2021 21:34,2.52,126,0,169,0
0PL81-E-00001-20211022192859,PL81,C,22/10/2021 19:28,22/10/2021 20:53,1.7,85,0,170,0
0PL81-E-00001-20211022192926,PL81,C,22/10/2021 19:29,22/10/2021 22:09,0,160,0,28,0
0PL81-E-00001-20211022193221,PL81,C,22/10/2021 19:32,23/10/2021 0:11,5.58,279,0,61,0
0PL81-E-00001-20211022193241,PL81,C,22/10/2021 19:32,22/10/2021 21:22,2.2,110,0,261,0
0PL81-L-00321-20211022193534,PL81,C,22/10/2021 19:35,22/10/2021 19:43,0,8,0,321,0
0PL81-E-00001-20211022193540,PL81,C,22/10/2021 19:35,22/10/2021 21:33,2.36,118,0,88,0
0PL81-E-00001-20211022193556,PL81,C,22/10/2021 19:35,22/10/2021 21:25,0,110,0,144,0
0PL81-E-00001-20211022193606,PL81,C,22/10/2021 19:36,22/10/2021 20:01,0.5,25,0,55,0
0PL81-E-00001-20211022193843,PL81,C,22/10/2021 19:38,22/10/2021 23:20,4.44,222,0,102,0
0PL81-E-00001-20211022193848,PL81,C,22/10/2021 19:38,23/10/2021 10:55,13.14,917,13.14,94,0
0PL81-E-00001-20211022194020,PL81,C,22/10/2021 19:40,22/10/2021 19:50,0,10,0,339,0
0PL81-E-00001-20211022194028,PL81,C,22/10/2021 19:40,22/10/2021 21:07,1.74,87,1.74,157,0
0PL81-L-00069-20211022194227,PL81,C,22/10/2021 19:42,22/10/2021 20:03,0,21,0,69,0
0PL81-E-00001-20211022194645,PL81,C,22/10/2021 19:46,23/10/2021 0:45,5.98,299,5.98,114,0
0PL81-E-00001-20211022194826,PL81,C,22/10/2021 19:48,23/10/2021 10:48,12.8,900,0,473,0
0PL81-E-00001-20211022195023,PL81,C,22/10/2021 19:50,22/10/2021 22:49,3.58,179,0,339,0
0PL81-E-00001-20211022195537,PL81,C,22/10/2021 19:55,22/10/2021 21:34,1.98,99,0,108,0
0PL81-E-00001-20211022195702,PL81,C,22/10/2021 19:57,22/10/2021 21:53,2.32,116,0,70,0
0PL81-E-00001-20211022195735,PL81,C,22/10/2021 19:57,22/10/2021 20:22,0.5,25,0,80,0
0PL81-L-00070-20211022195754,PL81,C,22/10/2021 19:57,22/10/2021 19:57,0,0,0,70,0
0PL81-E-00001-20211022200154,PL81,C,22/10/2021 20:01,22/10/2021 22:20,2.78,139,2.78,120,0
0PL81-E-00001-20211022200201,PL81,C,22/10/2021 20:02,22/10/2021 21:05,1.26,63,1.26,110,0
0PL81-E-00001-20211022200459,PL81,C,22/10/2021 20:04,23/10/2021 1:50,6.92,346,0,130,0
0PL81-E-00001-20211022200517,PL81,C,22/10/2021 20:05,22/10/2021 20:12,0,7,0,104,0
0PL81-L-00069-20211022200608,PL81,C,22/10/2021 20:06,22/10/2021 20:35,0,29,0,69,0
0PL81-E-00001-20211022201617,PL81,C,22/10/2021 20:16,22/10/2021 22:11,2.3,115,0,111,0
0PL81-E-00001-20211022201918,PL81,C,22/10/2021 20:19,22/10/2021 20:58,0.78,39,0,158,0
0PL81-E-00001-20211022203042,PL81,C,22/10/2021 20:30,22/10/2021 22:48,2.76,138,0,80,0
0PL81-E-00001-20211022203228,PL81,C,22/10/2021 20:32,22/10/2021 21:53,1.62,81,0,134,0
0PL81-E-00001-20211022203234,PL81,C,22/10/2021 20:32,22/10/2021 20:37,0,5,0,135,0
0PL81-E-00001-20211022203456,PL81,C,22/10/2021 20:34,22/10/2021 20:46,0,12,0,65,0
0PL81-E-00001-20211022203824,PL81,C,22/10/2021 20:38,22/10/2021 20:50,0,12,0,176,0
0PL81-E-00001-20211022203830,PL81,C,22/10/2021 20:38,23/10/2021 0:02,4.08,204,0,171,0
0PL81-L-00069-20211022203841,PL81,C,22/10/2021 20:38,22/10/2021 20:41,0,3,0,69,0
0PL81-L-00069-20211022204447,PL81,C,22/10/2021 20:44,22/10/2021 20:50,0,6,0,69,0
0PL81-E-00001-20211022204613,PL81,C,22/10/2021 20:46,23/10/2021 9:29,10.06,763,0,36,0
0PL81-E-00001-20211022204619,PL81,C,22/10/2021 20:46,22/10/2021 20:53,0,7,0,151,0
0PL81-E-00001-20211022205107,PL81,C,22/10/2021 20:51,22/10/2021 21:10,0,19,0,177,0
0PL81-E-00001-20211022205225,PL81,C,22/10/2021 20:52,23/10/2021 8:16,8.48,684,0,131,0
0PL81-L-00170-20211022205352,PL81,C,22/10/2021 20:53,22/10/2021 20:58,0,5,0,170,0
0PL81-E-00001-20211022205807,PL81,C,22/10/2021 20:58,22/10/2021 21:21,0.46,23,0,151,0
0PL81-L-00170-20211022205919,PL81,C,22/10/2021 20:59,22/10/2021 21:35,0.72,36,0,170,0
0PL81-E-00001-20211022205931,PL81,C,22/10/2021 20:59,22/10/2021 21:08,0,9,0,162,0
0PL81-E-00001-20211022210208,PL81,C,22/10/2021 21:02,22/10/2021 21:07,0,5,0,165,0
0PL81-E-00001-20211022210451,PL81,C,22/10/2021 21:04,22/10/2021 21:11,0,7,0,177,0
0PL81-L-00110-20211022210559,PL81,C,22/10/2021 21:05,22/10/2021 22:11,1.32,66,1.32,110,0
0PL81-L-00125-20211022210620,PL81,C,22/10/2021 21:06,22/10/2021 21:22,0,16,0,125,0
0PL81-E-00001-20211022210651,PL81,C,22/10/2021 21:06,22/10/2021 22:26,1.6,80,0,167,0
0PL81-E-00001-20211022210707,PL81,C,22/10/2021 21:07,22/10/2021 23:40,3.06,153,0,184,0
0PL81-E-00001-20211022210947,PL81,C,22/10/2021 21:09,22/10/2021 22:08,1.18,59,0,157,0
0PL81-E-00001-20211022210956,PL81,C,22/10/2021 21:09,22/10/2021 21:56,0,47,0,133,0
0PL81-E-00001-20211022211119,PL81,C,22/10/2021 21:11,22/10/2021 21:25,0,14,0,323,0
0PL81-E-00001-20211022211126,PL81,C,22/10/2021 21:11,22/10/2021 21:21,0,10,0,158,0
0PL81-E-00001-20211022211157,PL81,C,22/10/2021 21:11,22/10/2021 21:17,0,6,0,100,0
0PL81-L-00177-20211022211247,PL81,C,22/10/2021 21:12,22/10/2021 21:14,0,2,0,177,0
0PL81-L-00177-20211022211443,PL81,C,22/10/2021 21:14,22/10/2021 21:17,0,3,0,177,0
0PL81-L-00062-20211022211511,PL81,C,22/10/2021 21:15,22/10/2021 21:59,0.88,44,0,62,0
0PL81-L-00100-20211022211803,PL81,C,22/10/2021 21:18,22/10/2021 21:21,0,3,0,100,0
0PL81-E-00001-20211022211818,PL81,C,22/10/2021 21:18,23/10/2021 0:18,3.6,180,0,296,0
0PL81-E-00001-20211022211823,PL81,C,22/10/2021 21:18,23/10/2021 0:17,3.58,179,0,345,0
0PL81-E-00001-20211022211940,PL81,C,22/10/2021 21:19,23/10/2021 0:20,3.62,181,0,319,0
0PL81-L-00177-20211022212124,PL81,C,22/10/2021 21:21,22/10/2021 21:25,0,4,0,177,0
0PL81-L-00100-20211022212157,PL81,C,22/10/2021 21:21,22/10/2021 21:26,0,5,0,100,0
0PL81-E-00001-20211022212704,PL81,C,22/10/2021 21:27,22/10/2021 23:35,2.56,128,0,151,0
0PL81-E-00001-20211022212845,PL81,C,22/10/2021 21:28,22/10/2021 22:14,0.92,46,0,209,0
0PL81-E-00001-20211022212916,PL81,C,22/10/2021 21:29,23/10/2021 0:14,3.3,165,0,72,0
0PL81-E-00001-20211022214552,PL81,C,22/10/2021 21:45,22/10/2021 21:52,0,7,0,141,0
0PL81-E-00001-20211022214713,PL81,C,22/10/2021 21:47,22/10/2021 22:21,0.68,34,0.68,126,0
0PL81-E-00001-20211022215214,PL81,C,22/10/2021 21:52,23/10/2021 1:21,4.18,209,0,162,0
0PL81-E-00001-20211022215314,PL81,C,22/10/2021 21:53,22/10/2021 21:56,0,3,0,214,0
0PL81-L-00070-20211022215320,PL81,C,22/10/2021 21:53,22/10/2021 22:10,0,17,0,70,0
0PL81-E-00001-20211022215333,PL81,C,22/10/2021 21:53,22/10/2021 23:04,1.42,71,0,165,0
0PL81-L-00214-20211022215620,PL81,C,22/10/2021 21:56,22/10/2021 22:42,0.92,46,0,214,0
0PL81-L-00133-20211022215630,PL81,C,22/10/2021 21:56,23/10/2021 0:18,0,142,0,133,0
0PL81-E-00001-20211022215659,PL81,C,22/10/2021 21:56,22/10/2021 22:10,0,14,0,141,0
0PL81-E-00001-20211022220137,PL81,C,22/10/2021 22:01,23/10/2021 2:15,5.08,254,0,135,0
0PL81-E-00001-20211022221026,PL81,C,22/10/2021 22:10,22/10/2021 22:22,0,12,0,260,0
0PL81-E-00001-20211022221054,PL81,C,22/10/2021 22:10,23/10/2021 0:02,2.24,112,0,157,0
0PL81-L-00111-20211022221153,PL81,C,22/10/2021 22:11,22/10/2021 23:24,1.46,73,0,111,0
0PL81-L-00110-20211022221153,PL81,C,22/10/2021 22:11,22/10/2021 22:47,0.72,36,0.72,110,0
0PL81-E-00001-20211022221422,PL81,C,22/10/2021 22:14,23/10/2021 10:24,9.4,730,9.4,147,0
0PL81-E-00001-20211022221522,PL81,C,22/10/2021 22:15,22/10/2021 22:29,0,14,0,168,0
0PL81-E-00001-20211022221544,PL81,C,22/10/2021 22:15,22/10/2021 22:23,0,8,0,101,0
0PL81-E-00001-20211022222252,PL81,C,22/10/2021 22:22,23/10/2021 2:00,4.36,218,0,28,0
0PL81-E-00001-20211022222656,PL81,C,22/10/2021 22:26,23/10/2021 2:14,4.56,228,4.56,141,0
0PL81-E-00001-20211022222742,PL81,C,22/10/2021 22:27,23/10/2021 2:31,4.88,244,0,183,0
0PL81-L-00138-20211022223754,PL81,C,22/10/2021 22:37,23/10/2021 2:14,0,217,0,138,0
0PL81-E-00001-20211022225754,PL81,C,22/10/2021 22:57,23/10/2021 0:50,2.26,113,0,124,0
0PL81-L-00260-20211022230405,PL81,C,22/10/2021 23:04,23/10/2021 9:45,8.3,641,0,260,0
0PL81-E-00001-20211022230510,PL81,C,22/10/2021 23:05,23/10/2021 2:03,3.56,178,0,181,0
0PL81-E-00001-20211022230939,PL81,C,22/10/2021 23:09,23/10/2021 1:40,3.02,151,0,249,0
0PL81-E-00001-20211022232203,PL81,C,22/10/2021 23:22,22/10/2021 23:38,0,16,0,165,0
0PL81-L-00225-20211022232832,PL81,C,22/10/2021 23:28,23/10/2021 0:17,0.98,49,0,225,0
0PL81-L-00111-20211022232910,PL81,C,22/10/2021 23:29,23/10/2021 0:43,1.48,74,0,111,0
0PL81-E-00001-20211022233718,PL81,C,22/10/2021 23:37,23/10/2021 0:17,0.8,40,0,151,0
0PL81-E-00001-20211022234418,PL81,C,22/10/2021 23:44,23/10/2021 15:41,12,957,12,51,0
0PL81-E-00001-20211023000501,PL81,C,23/10/2021 0:05,23/10/2021 0:20,0,15,0,103,0
0PL81-E-00001-20211023000800,PL81,C,23/10/2021 0:08,23/10/2021 5:41,5,333,5,146,0
0PL81-E-00001-20211023002114,PL81,C,23/10/2021 0:21,23/10/2021 2:20,2.38,119,0,151,0
0PL81-E-00001-20211023003603,PL81,C,23/10/2021 0:36,23/10/2021 0:46,0,10,0,47,0
0PL81-L-00111-20211023004413,PL81,C,23/10/2021 0:44,23/10/2021 2:46,2.44,122,0,111,0
0PL81-E-00001-20211023004854,PL81,C,23/10/2021 0:48,23/10/2021 5:48,5,300,0,77,0
0PL81-L-00047-20211023005015,PL81,C,23/10/2021 0:50,23/10/2021 1:04,0,14,0,47,0
0PL81-L-00133-20211023005317,PL81,C,23/10/2021 0:53,23/10/2021 0:53,0,0,0,133,0
0PL81-L-00133-20211023005331,PL81,C,23/10/2021 0:53,23/10/2021 1:42,0.98,49,0,133,0
0PL81-E-00001-20211023005808,PL81,C,23/10/2021 0:58,23/10/2021 2:17,1.58,79,0,124,0
0PL81-E-00001-20211023012447,PL81,C,23/10/2021 1:24,23/10/2021 2:03,0.78,39,0,72,0
0PL81-E-00001-20211023020534,PL81,C,23/10/2021 2:05,23/10/2021 2:19,0,14,0,207,0
0PL81-E-00001-20211023044717,PL81,C,23/10/2021 4:47,23/10/2021 5:08,0.42,21,0,74,0
0PL81-E-00001-20211023052146,PL81,C,23/10/2021 5:21,23/10/2021 7:57,3.12,156,0,74,0
0PL81-E-00001-20211023053956,PL81,C,23/10/2021 5:39,23/10/2021 10:47,6.16,308,0,310,0
0PL81-E-00001-20211023055602,PL81,C,23/10/2021 5:56,23/10/2021 6:01,0,5,0,135,0
