SESSIONID,CARPARKNUMBER,VEHICLETYPE,SESSIONSTART,SESSIONEND,TOTAL_CHARGE,DURATION,EFFECTIVE_CHARGE,LOT_NUMBER,LABEL_TYPE
0PL81-L-00118-20211009003734,PL81,C,9/10/2021 0:37,9/10/2021 0:38,0,1,0,118,1
0PL81-L-00118-20211009003906,PL81,C,9/10/2021 0:39,9/10/2021 0:43,0,4,0,118,1
0PL81-E-00001-20211009003917,PL81,C,9/10/2021 0:39,9/10/2021 11:22,0,643,0,339,1
0PL81-E-00001-20211009004304,PL81,C,9/10/2021 0:43,9/10/2021 1:19,0,36,0,144,1
0PL81-L-00080-20211009004410,PL81,C,9/10/2021 0:44,9/10/2021 0:45,0,1,0,80,1
0PL81-L-00164-20211009004415,PL81,C,9/10/2021 0:44,9/10/2021 10:57,0,613,0,164,1
0PL81-L-00080-20211009004615,PL81,C,9/10/2021 0:46,9/10/2021 0:49,0,3,0,80,1
0PL81-L-00118-20211009004923,PL81,C,9/10/2021 0:49,9/10/2021 0:49,0,0,0,118,1
0PL81-L-00080-20211009004926,PL81,C,9/10/2021 0:49,9/10/2021 4:03,0,194,0,80,1
0PL81-L-00118-20211009004938,PL81,C,9/10/2021 0:49,9/10/2021 0:52,0,3,0,118,1
0PL81-L-00118-20211009005237,PL81,C,9/10/2021 0:52,9/10/2021 1:11,0,19,0,118,1
0PL81-L-00272-20211009011223,PL81,C,9/10/2021 1:12,9/10/2021 8:47,0,455,0,272,1
0PL81-L-00118-20211009011228,PL81,C,9/10/2021 1:12,9/10/2021 1:20,0,8,0,118,1
0PL81-E-00001-20211009011237,PL81,C,9/10/2021 1:12,9/10/2021 7:20,0,368,0,71,1
0PL81-E-00001-20211009011850,PL81,C,9/10/2021 1:18,9/10/2021 13:43,0,745,0,135,1
0PL81-L-00144-20211009012026,PL81,C,9/10/2021 1:20,9/10/2021 12:07,0,647,0,144,1
0PL81-L-00118-20211009012043,PL81,C,9/10/2021 1:20,9/10/2021 2:16,0,56,0,118,1
0PL81-E-00001-20211009012446,PL81,C,9/10/2021 1:24,9/10/2021 15:38,0,854,0,288,1
0PL81-E-00001-20211009013805,PL81,C,9/10/2021 1:38,9/10/2021 13:27,0,709,0,182,1
0PL81-L-00053-20211009015630,PL81,C,9/10/2021 1:56,9/10/2021 3:32,0,96,0,53,1
0PL81-L-00118-20211009021647,PL81,C,9/10/2021 2:16,9/10/2021 2:19,0,3,0,118,1
0PL81-L-00118-20211009022017,PL81,C,9/10/2021 2:20,9/10/2021 2:20,0,0,0,118,1
0PL81-L-00118-20211009022337,PL81,C,9/10/2021 2:23,9/10/2021 3:10,0,47,0,118,1
0PL81-E-00001-20211009023617,PL81,C,9/10/2021 2:36,9/10/2021 9:29,0,413,0,82,1
0PL81-E-00001-20211009030743,PL81,C,9/10/2021 3:07,9/10/2021 11:02,0,475,0,420,1
0PL81-L-00118-20211009031026,PL81,C,9/10/2021 3:10,9/10/2021 3:15,0,5,0,118,1
0PL81-E-00001-20211009031303,PL81,C,9/10/2021 3:13,9/10/2021 10:27,0,434,0,185,1
0PL81-L-00118-20211009031542,PL81,C,9/10/2021 3:15,9/10/2021 4:55,0,100,0,118,1
0PL81-L-00032-20211009032907,PL81,C,9/10/2021 3:29,9/10/2021 3:29,0,0,0,32,1
0PL81-E-00001-20211009033540,PL81,C,9/10/2021 3:35,9/10/2021 12:01,0,506,0,180,1
0PL81-E-00001-20211009034107,PL81,C,9/10/2021 3:41,9/10/2021 10:44,0,423,0,68,1
0PL81-E-00001-20211009035333,PL81,C,9/10/2021 3:53,9/10/2021 11:03,0,430,0,330,1
0PL81-E-00001-20211009035628,PL81,C,9/10/2021 3:56,9/10/2021 11:07,0,431,0,87,1
0PL81-L-00080-20211009040408,PL81,C,9/10/2021 4:04,9/10/2021 4:04,0,0,0,80,1
0PL81-L-00080-20211009040453,PL81,C,9/10/2021 4:04,9/10/2021 4:05,0,1,0,80,1
0PL81-L-00080-20211009041354,PL81,C,9/10/2021 4:13,9/10/2021 4:14,0,1,0,80,1
0PL81-E-00001-20211009044135,PL81,C,9/10/2021 4:41,9/10/2021 15:55,0,674,0,121,1
0PL81-L-00118-20211009045526,PL81,C,9/10/2021 4:55,9/10/2021 4:59,0,4,0,118,1
0PL81-L-00118-20211009050027,PL81,C,9/10/2021 5:00,9/10/2021 5:57,0,57,0,118,1
0PL81-L-00118-20211009055731,PL81,C,9/10/2021 5:57,9/10/2021 6:09,0,12,0,118,1
0PL81-L-00118-20211009061019,PL81,C,9/10/2021 6:10,9/10/2021 6:11,0,1,0,118,1
0PL81-L-00118-20211009061541,PL81,C,9/10/2021 6:15,9/10/2021 6:24,0,9,0,118,1
0PL81-L-00080-20211009062239,PL81,C,9/10/2021 6:22,9/10/2021 6:24,0,2,0,80,1
0PL81-L-00080-20211009062529,PL81,C,9/10/2021 6:25,9/10/2021 14:07,0,462,0,80,1
0PL81-L-00118-20211009062626,PL81,C,9/10/2021 6:26,9/10/2021 6:27,0,1,0,118,1
0PL81-L-00118-20211009064001,PL81,C,9/10/2021 6:40,9/10/2021 20:31,0,831,0,118,1
0PL81-L-00075-20211009190030,PL81,C,9/10/2021 19:00,10/10/2021 1:36,0,396,0,75,1
0PL81-E-00001-20211009190042,PL81,C,9/10/2021 19:00,9/10/2021 19:07,0,7,0,79,1
0PL81-E-00001-20211009190523,PL81,C,9/10/2021 19:05,10/10/2021 1:42,0,397,0,473,1
0PL81-E-00001-20211009190648,PL81,C,9/10/2021 19:06,9/10/2021 21:14,0,128,0,49,1
0PL81-L-00147-20211009190653,PL81,C,9/10/2021 19:06,9/10/2021 20:46,0,100,0,147,1
0PL81-L-00290-20211009190712,PL81,C,9/10/2021 19:07,9/10/2021 19:24,0,17,0,290,1
0PL81-L-00083-20211009191156,PL81,C,9/10/2021 19:11,9/10/2021 19:14,0,3,0,83,1
0PL81-L-00082-20211009191156,PL81,C,9/10/2021 19:11,9/10/2021 23:48,0,277,0,82,1
0PL81-L-00157-20211009191400,PL81,C,9/10/2021 19:14,10/10/2021 8:47,0,813,0,157,1
0PL81-L-00083-20211009191427,PL81,C,9/10/2021 19:14,9/10/2021 22:22,0,188,0,83,1
0PL81-E-00001-20211009191735,PL81,C,9/10/2021 19:17,10/10/2021 8:56,0,819,0,333,1
0PL81-L-00077-20211009191822,PL81,C,9/10/2021 19:18,9/10/2021 22:17,0,179,0,77,1
0PL81-E-00001-20211009192632,PL81,C,9/10/2021 19:26,9/10/2021 19:28,0,2,0,79,1
0PL81-E-00001-20211009192740,PL81,C,9/10/2021 19:27,9/10/2021 22:17,0,170,0,107,1
0PL81-E-00001-20211009192821,PL81,C,9/10/2021 19:28,9/10/2021 23:49,0,261,0,342,1
0PL81-L-00079-20211009192911,PL81,C,9/10/2021 19:29,9/10/2021 19:31,0,2,0,79,1
0PL81-L-00045-20211009192913,PL81,C,9/10/2021 19:29,9/10/2021 21:16,0,107,0,45,1
0PL81-L-00290-20211009192946,PL81,C,9/10/2021 19:29,9/10/2021 19:33,0,4,0,290,1
0PL81-L-00277-20211009192949,PL81,C,9/10/2021 19:29,10/10/2021 9:07,0,818,0,277,1
0PL81-L-00292-20211009193028,PL81,C,9/10/2021 19:30,10/10/2021 8:15,0,765,0,292,1
0PL81-L-00293-20211009193028,PL81,C,9/10/2021 19:30,10/10/2021 8:44,0,794,0,293,1
0PL81-E-00001-20211009193055,PL81,C,9/10/2021 19:30,9/10/2021 19:50,0,20,0,177,1
0PL81-E-00001-20211009193059,PL81,C,9/10/2021 19:30,9/10/2021 22:41,0,191,0,56,1
0PL81-L-00290-20211009193554,PL81,C,9/10/2021 19:35,9/10/2021 19:49,0,14,0,290,1
0PL81-L-00108-20211009193608,PL81,C,9/10/2021 19:36,10/10/2021 11:14,0,938,0,108,1
0PL81-E-00001-20211009194427,PL81,C,9/10/2021 19:44,10/10/2021 18:51,0,1387,0,185,1
0PL81-E-00001-20211009194436,PL81,C,9/10/2021 19:44,10/10/2021 12:36,0,1012,0,1,1
0PL81-E-00001-20211009194520,PL81,C,9/10/2021 19:45,9/10/2021 20:19,0,34,0,296,1
0PL81-L-00014-20211009194601,PL81,C,9/10/2021 19:46,9/10/2021 19:47,0,1,0,14,1
0PL81-L-00180-20211009194622,PL81,C,9/10/2021 19:46,12/10/2021 10:13,0,3747,0,180,1
0PL81-E-00001-20211009195159,PL81,C,9/10/2021 19:51,10/10/2021 6:26,0,635,0,470,1
0PL81-E-00001-20211009195220,PL81,C,9/10/2021 19:52,9/10/2021 21:36,0,104,0,160,1
0PL81-E-00001-20211009195329,PL81,C,9/10/2021 19:53,10/10/2021 20:18,0,1465,0,105,1
0PL81-E-00001-20211009195847,PL81,C,9/10/2021 19:58,10/10/2021 8:11,0,733,0,177,1
0PL81-E-00001-20211009195851,PL81,C,9/10/2021 19:58,9/10/2021 20:33,0,35,0,168,1
0PL81-E-00001-20211009195858,PL81,C,9/10/2021 19:58,10/10/2021 8:44,0,766,0,287,1
0PL81-E-00001-20211009195904,PL81,C,9/10/2021 19:59,9/10/2021 20:57,0,58,0,15,1
0PL81-E-00001-20211009200045,PL81,C,9/10/2021 20:00,10/10/2021 12:02,0,962,0,178,1
0PL81-E-00001-20211009200214,PL81,C,9/10/2021 20:02,9/10/2021 21:43,0,101,0,286,1
0PL81-E-00001-20211009200303,PL81,C,9/10/2021 20:03,9/10/2021 21:21,0,78,0,124,1
0PL81-E-00001-20211009200459,PL81,C,9/10/2021 20:04,10/10/2021 9:40,0,816,0,186,1
0PL81-E-00001-20211009200622,PL81,C,9/10/2021 20:06,10/10/2021 11:41,0,935,0,357,1
0PL81-L-00079-20211009200657,PL81,C,9/10/2021 20:06,9/10/2021 20:07,0,1,0,79,1
0PL81-L-00046-20211009200659,PL81,C,9/10/2021 20:06,9/10/2021 22:42,0,156,0,46,1
0PL81-L-00079-20211009200721,PL81,C,9/10/2021 20:07,9/10/2021 20:08,0,1,0,79,1
0PL81-E-00001-20211009200742,PL81,C,9/10/2021 20:07,9/10/2021 21:32,0,85,0,95,1
0PL81-L-00079-20211009200841,PL81,C,9/10/2021 20:08,9/10/2021 20:09,0,1,0,79,1
0PL81-L-00079-20211009200921,PL81,C,9/10/2021 20:09,9/10/2021 20:09,0,0,0,79,1
0PL81-L-00079-20211009201005,PL81,C,9/10/2021 20:10,9/10/2021 20:10,0,0,0,79,1
0PL81-L-00079-20211009201038,PL81,C,9/10/2021 20:10,9/10/2021 20:11,0,1,0,79,1
0PL81-E-00001-20211009201306,PL81,C,9/10/2021 20:13,10/10/2021 9:43,0,810,0,31,1
0PL81-E-00001-20211009201425,PL81,C,9/10/2021 20:14,10/10/2021 19:20,0,1386,0,271,1
0PL81-E-00001-20211009201504,PL81,C,9/10/2021 20:15,10/10/2021 12:41,0,986,0,119,1
0PL81-E-00001-20211009201610,PL81,C,9/10/2021 20:16,10/10/2021 7:40,0,684,0,298,1
0PL81-L-00146-20211009201618,PL81,C,9/10/2021 20:16,9/10/2021 20:16,0,0,0,146,1
0PL81-E-00001-20211009201624,PL81,C,9/10/2021 20:16,10/10/2021 11:13,0,897,0,420,1
0PL81-L-00146-20211009201628,PL81,C,9/10/2021 20:16,9/10/2021 20:46,0,30,0,146,1
0PL81-E-00001-20211009201651,PL81,C,9/10/2021 20:16,9/10/2021 21:32,0,76,0,48,1
0PL81-E-00001-20211009201914,PL81,C,9/10/2021 20:19,9/10/2021 20:30,0,11,0,223,1
0PL81-E-00001-20211009202035,PL81,C,9/10/2021 20:20,10/10/2021 9:08,0,768,0,68,1
0PL81-E-00001-20211009202038,PL81,C,9/10/2021 20:20,9/10/2021 22:53,0,153,0,138,1
0PL81-E-00001-20211009202708,PL81,C,9/10/2021 20:27,10/10/2021 12:23,0,956,0,142,1
0PL81-E-00001-20211009203300,PL81,C,9/10/2021 20:33,10/10/2021 13:37,0,1024,0,313,1
0PL81-E-00001-20211009203640,PL81,C,9/10/2021 20:36,9/10/2021 21:01,0,25,0,76,1
0PL81-E-00001-20211009203931,PL81,C,9/10/2021 20:39,10/10/2021 0:03,0,204,0,118,1
0PL81-E-00001-20211009204120,PL81,C,9/10/2021 20:41,10/10/2021 8:31,0,710,0,344,1
0PL81-E-00001-20211009204236,PL81,C,9/10/2021 20:42,10/10/2021 7:52,0,670,0,164,1
0PL81-E-00001-20211009204431,PL81,C,9/10/2021 20:44,10/10/2021 17:22,0,1238,0,215,1
0PL81-E-00001-20211009204436,PL81,C,9/10/2021 20:44,10/10/2021 12:51,0,967,0,363,1
0PL81-L-00041-20211009204558,PL81,C,9/10/2021 20:45,10/10/2021 15:01,0,1096,0,41,1
0PL81-L-00147-20211009204612,PL81,C,9/10/2021 20:46,10/10/2021 8:28,0,702,0,147,1
0PL81-L-00146-20211009204614,PL81,C,9/10/2021 20:46,9/10/2021 20:56,0,10,0,146,1
0PL81-E-00001-20211009205057,PL81,C,9/10/2021 20:50,10/10/2021 16:49,0,1199,0,251,1
0PL81-E-00001-20211009205436,PL81,C,9/10/2021 20:54,10/10/2021 9:14,0,740,0,242,1
0PL81-E-00001-20211009205445,PL81,C,9/10/2021 20:54,10/10/2021 8:56,0,722,0,336,1
0PL81-E-00001-20211009205450,PL81,C,9/10/2021 20:54,10/10/2021 6:22,0,568,0,350,1
0PL81-E-00001-20211009205642,PL81,C,9/10/2021 20:56,9/10/2021 21:25,0,29,0,315,1
0PL81-L-00146-20211009205701,PL81,C,9/10/2021 20:57,10/10/2021 13:37,0,1000,0,146,1
0PL81-L-00016-20211009205726,PL81,C,9/10/2021 20:57,10/10/2021 10:33,0,816,0,16,1
0PL81-L-00015-20211009205726,PL81,C,9/10/2021 20:57,10/10/2021 12:07,0,910,0,15,1
0PL81-L-00076-20211009210216,PL81,C,9/10/2021 21:02,9/10/2021 21:04,0,2,0,76,1
0PL81-L-00132-20211009210238,PL81,C,9/10/2021 21:02,9/10/2021 22:17,0,75,0,132,1
0PL81-E-00001-20211009210345,PL81,C,9/10/2021 21:03,9/10/2021 21:06,0,3,0,100,1
0PL81-E-00001-20211009210527,PL81,C,9/10/2021 21:05,9/10/2021 21:16,0,11,0,161,1
0PL81-L-00100-20211009210609,PL81,C,9/10/2021 21:06,9/10/2021 21:08,0,2,0,100,1
0PL81-L-00010-20211009210748,PL81,C,9/10/2021 21:07,10/10/2021 11:08,0,841,0,10,1
0PL81-E-00001-20211009211122,PL81,C,9/10/2021 21:11,10/10/2021 0:18,0,187,0,272,1
0PL81-E-00001-20211009211130,PL81,C,9/10/2021 21:11,10/10/2021 9:44,0,753,0,254,1
0PL81-L-00049-20211009211436,PL81,C,9/10/2021 21:14,9/10/2021 21:47,0,33,0,49,1
0PL81-E-00001-20211009211513,PL81,C,9/10/2021 21:15,9/10/2021 21:23,0,8,0,179,1
0PL81-L-00045-20211009211603,PL81,C,9/10/2021 21:16,10/10/2021 7:51,0,635,0,45,1
0PL81-L-00064-20211009211604,PL81,C,9/10/2021 21:16,9/10/2021 22:10,0,54,0,64,1
0PL81-E-00001-20211009211605,PL81,C,9/10/2021 21:16,10/10/2021 9:00,0,704,0,346,1
0PL81-L-00161-20211009211851,PL81,C,9/10/2021 21:18,9/10/2021 21:19,0,1,0,161,1
0PL81-L-00161-20211009212002,PL81,C,9/10/2021 21:20,9/10/2021 21:20,0,0,0,161,1
0PL81-L-00100-20211009212119,PL81,C,9/10/2021 21:21,9/10/2021 22:22,0,61,0,100,1
0PL81-L-00124-20211009212133,PL81,C,9/10/2021 21:21,10/10/2021 10:44,0,803,0,124,1
0PL81-L-00179-20211009212318,PL81,C,9/10/2021 21:23,10/10/2021 9:00,0,697,0,179,1
0PL81-L-00315-20211009212542,PL81,C,9/10/2021 21:25,9/10/2021 23:39,0,134,0,315,1
0PL81-L-00085-20211009213047,PL81,C,9/10/2021 21:30,11/10/2021 7:01,0,2011,0,85,1
0PL81-L-00048-20211009213231,PL81,C,9/10/2021 21:32,9/10/2021 21:47,0,15,0,48,1
0PL81-L-00095-20211009213323,PL81,C,9/10/2021 21:33,10/10/2021 7:47,0,614,0,95,1
0PL81-E-00001-20211009213813,PL81,C,9/10/2021 21:38,10/10/2021 13:50,0,972,0,24,1
0PL81-E-00001-20211009213839,PL81,C,9/10/2021 21:38,10/10/2021 20:13,0,1355,0,299,1
0PL81-E-00001-20211009214025,PL81,C,9/10/2021 21:40,11/10/2021 9:18,0,2138,0,121,1
0PL81-E-00001-20211009214117,PL81,C,9/10/2021 21:41,10/10/2021 8:55,0,674,0,471,1
0PL81-E-00001-20211009214336,PL81,C,9/10/2021 21:43,10/10/2021 7:51,0,608,0,67,1
0PL81-L-00048-20211009214751,PL81,C,9/10/2021 21:47,9/10/2021 22:17,0,30,0,48,1
0PL81-L-00049-20211009214751,PL81,C,9/10/2021 21:47,9/10/2021 22:09,0,22,0,49,1
0PL81-E-00001-20211009214913,PL81,C,9/10/2021 21:49,9/10/2021 23:07,0,78,0,153,1
0PL81-E-00001-20211009215124,PL81,C,9/10/2021 21:51,10/10/2021 12:38,0,887,0,295,1
0PL81-E-00001-20211009215307,PL81,C,9/10/2021 21:53,9/10/2021 22:06,0,13,0,269,1
0PL81-L-00106-20211009215517,PL81,C,9/10/2021 21:55,9/10/2021 22:22,0,27,0,106,1
0PL81-L-00255-20211009215534,PL81,C,9/10/2021 21:55,10/10/2021 6:59,0,544,0,255,1
0PL81-E-00001-20211009215725,PL81,C,9/10/2021 21:57,10/10/2021 9:33,0,696,0,80,1
0PL81-E-00001-20211009215751,PL81,C,9/10/2021 21:57,10/10/2021 11:42,0,825,0,76,1
0PL81-E-00001-20211009220219,PL81,C,9/10/2021 22:02,10/10/2021 8:26,0,624,0,245,1
0PL81-L-00008-20211009220705,PL81,C,9/10/2021 22:07,10/10/2021 7:14,0,547,0,8,1
0PL81-E-00001-20211009220735,PL81,C,9/10/2021 22:07,9/10/2021 22:42,0,35,0,51,1
0PL81-E-00001-20211009220750,PL81,C,9/10/2021 22:07,10/10/2021 11:14,0,787,0,53,1
0PL81-L-00049-20211009220928,PL81,C,9/10/2021 22:09,9/10/2021 22:17,0,8,0,49,1
0PL81-E-00001-20211009221600,PL81,C,9/10/2021 22:16,9/10/2021 23:11,0,55,0,50,1
0PL81-E-00001-20211009221605,PL81,C,9/10/2021 22:16,10/10/2021 9:34,0,678,0,347,1
0PL81-L-00049-20211009221718,PL81,C,9/10/2021 22:17,10/10/2021 7:25,0,548,0,49,1
0PL81-L-00048-20211009221718,PL81,C,9/10/2021 22:17,9/10/2021 22:25,0,8,0,48,1
0PL81-L-00077-20211009221752,PL81,C,9/10/2021 22:17,10/10/2021 17:34,0,1157,0,77,1
0PL81-L-00107-20211009221801,PL81,C,9/10/2021 22:18,10/10/2021 11:11,0,773,0,107,1
0PL81-L-00132-20211009221801,PL81,C,9/10/2021 22:18,10/10/2021 10:33,0,735,0,132,1
0PL81-E-00001-20211009222116,PL81,C,9/10/2021 22:21,10/10/2021 15:38,0,1037,0,114,1
0PL81-E-00001-20211009222202,PL81,C,9/10/2021 22:22,10/10/2021 16:13,0,1071,0,330,1
0PL81-L-00106-20211009222238,PL81,C,9/10/2021 22:22,11/10/2021 9:49,0,2127,0,106,1
0PL81-L-00083-20211009222244,PL81,C,9/10/2021 22:22,9/10/2021 23:58,0,96,0,83,1
0PL81-L-00100-20211009222257,PL81,C,9/10/2021 22:22,9/10/2021 22:23,0,1,0,100,1
0PL81-L-00048-20211009222503,PL81,C,9/10/2021 22:25,10/10/2021 9:59,0,694,0,48,1
0PL81-L-00100-20211009222521,PL81,C,9/10/2021 22:25,9/10/2021 22:25,0,0,0,100,1
0PL81-L-00100-20211009222601,PL81,C,9/10/2021 22:26,9/10/2021 22:26,0,0,0,100,1
0PL81-L-00100-20211009222721,PL81,C,9/10/2021 22:27,9/10/2021 22:33,0,6,0,100,1
0PL81-L-00130-20211009222818,PL81,C,9/10/2021 22:28,10/10/2021 10:37,0,729,0,130,1
0PL81-E-00001-20211009222931,PL81,C,9/10/2021 22:29,10/10/2021 10:11,0,702,0,64,1
0PL81-E-00001-20211009223226,PL81,C,9/10/2021 22:32,9/10/2021 22:35,0,3,0,120,1
0PL81-E-00001-20211009223352,PL81,C,9/10/2021 22:33,10/10/2021 10:19,0,706,0,35,1
0PL81-L-00100-20211009223354,PL81,C,9/10/2021 22:33,10/10/2021 10:41,0,728,0,100,1
0PL81-E-00001-20211009223504,PL81,C,9/10/2021 22:35,9/10/2021 23:31,0,56,0,103,1
0PL81-E-00001-20211009223509,PL81,C,9/10/2021 22:35,9/10/2021 22:39,0,4,0,21,1
0PL81-L-00120-20211009223612,PL81,C,9/10/2021 22:36,10/10/2021 17:50,0,1154,0,120,1
0PL81-E-00001-20211009223646,PL81,C,9/10/2021 22:36,10/10/2021 7:12,0,516,0,33,1
0PL81-E-00001-20211009224015,PL81,C,9/10/2021 22:40,10/10/2021 9:49,0,669,0,301,1
0PL81-E-00001-20211009224103,PL81,C,9/10/2021 22:41,10/10/2021 8:51,0,610,0,209,1
0PL81-E-00001-20211009224111,PL81,C,9/10/2021 22:41,10/10/2021 8:52,0,611,0,211,1
0PL81-L-00056-20211009224159,PL81,C,9/10/2021 22:41,10/10/2021 12:07,0,806,0,56,1
0PL81-L-00046-20211009224207,PL81,C,9/10/2021 22:42,10/10/2021 9:02,0,620,0,46,1
0PL81-L-00051-20211009224225,PL81,C,9/10/2021 22:42,10/10/2021 1:10,0,148,0,51,1
0PL81-L-00123-20211009224307,PL81,C,9/10/2021 22:43,10/10/2021 4:23,0,340,0,123,1
0PL81-E-00001-20211009224915,PL81,C,9/10/2021 22:49,10/10/2021 6:51,0,482,0,2,1
0PL81-E-00001-20211009225349,PL81,C,9/10/2021 22:53,10/10/2021 8:47,0,594,0,337,1
0PL81-E-00001-20211009225529,PL81,C,9/10/2021 22:55,10/10/2021 9:50,0,655,0,115,1
0PL81-E-00001-20211009225732,PL81,C,9/10/2021 22:57,11/10/2021 10:00,0,2103,0,154,1
0PL81-E-00001-20211009230053,PL81,C,9/10/2021 23:00,10/10/2021 9:13,0,613,0,148,1
0PL81-E-00001-20211009230242,PL81,C,9/10/2021 23:02,10/10/2021 10:47,0,705,0,98,1
0PL81-E-00001-20211009230351,PL81,C,9/10/2021 23:03,10/10/2021 8:16,0,553,0,358,1
0PL81-E-00001-20211009230637,PL81,C,9/10/2021 23:06,10/10/2021 10:41,0,695,0,353,1
0PL81-E-00001-20211009231200,PL81,C,9/10/2021 23:12,10/10/2021 12:27,0,795,0,162,1
0PL81-L-00050-20211009231202,PL81,C,9/10/2021 23:12,10/10/2021 5:12,0,360,0,50,1
0PL81-E-00001-20211009231324,PL81,C,9/10/2021 23:13,10/10/2021 10:57,0,704,0,160,1
0PL81-E-00001-20211009231409,PL81,C,9/10/2021 23:14,10/10/2021 13:43,0,869,0,104,1
0PL81-L-00021-20211009231529,PL81,C,9/10/2021 23:15,10/10/2021 8:12,0,537,0,21,1
0PL81-E-00001-20211009231657,PL81,C,9/10/2021 23:16,10/10/2021 11:29,0,733,0,153,1
0PL81-E-00001-20211009231702,PL81,C,9/10/2021 23:17,10/10/2021 9:07,0,590,0,176,1
0PL81-E-00001-20211009232359,PL81,C,9/10/2021 23:23,10/10/2021 9:24,0,601,0,4,1
0PL81-E-00001-20211009232410,PL81,C,9/10/2021 23:24,9/10/2021 23:53,0,29,0,151,1
0PL81-E-00001-20211009232637,PL81,C,9/10/2021 23:26,10/10/2021 4:50,0,324,0,261,1
0PL81-L-00103-20211009233147,PL81,C,9/10/2021 23:31,10/10/2021 10:38,0,667,0,103,1
0PL81-L-00297-20211009233241,PL81,C,9/10/2021 23:32,10/10/2021 8:38,0,546,0,297,1
0PL81-E-00001-20211009233249,PL81,C,9/10/2021 23:32,13/10/2021 10:33,0,4981,0,281,1
0PL81-E-00001-20211009233933,PL81,C,9/10/2021 23:39,10/10/2021 10:14,0,635,0,247,1
0PL81-E-00001-20211009234303,PL81,C,9/10/2021 23:43,9/10/2021 23:47,0,4,0,141,1
0PL81-L-00141-20211009234736,PL81,C,9/10/2021 23:47,10/10/2021 17:04,0,1037,0,141,1
0PL81-E-00001-20211009234756,PL81,C,9/10/2021 23:47,10/10/2021 13:24,0,817,0,94,1
0PL81-L-00082-20211009234831,PL81,C,9/10/2021 23:48,10/10/2021 10:01,0,613,0,82,1
0PL81-E-00001-20211009235121,PL81,C,9/10/2021 23:51,10/10/2021 11:58,0,727,0,29,1
0PL81-E-00001-20211009235720,PL81,C,9/10/2021 23:57,10/10/2021 15:29,0,932,0,161,1
0PL81-L-00083-20211009235804,PL81,C,9/10/2021 23:58,10/10/2021 8:13,0,495,0,83,1
0PL81-L-00070-20211010000359,PL81,C,10/10/2021 0:03,10/10/2021 7:34,0,451,0,70,1
0PL81-L-00118-20211010000417,PL81,C,10/10/2021 0:04,10/10/2021 0:17,0,13,0,118,1
0PL81-E-00001-20211010000631,PL81,C,10/10/2021 0:06,10/10/2021 15:54,0,948,0,125,1
0PL81-L-00151-20211010000812,PL81,C,10/10/2021 0:08,10/10/2021 0:10,0,2,0,151,1
0PL81-L-00151-20211010001144,PL81,C,10/10/2021 0:11,10/10/2021 14:25,0,854,0,151,1
0PL81-E-00001-20211010001307,PL81,C,10/10/2021 0:13,10/10/2021 9:01,0,528,0,116,1
0PL81-E-00001-20211010001312,PL81,C,10/10/2021 0:13,10/10/2021 11:26,0,673,0,127,1
0PL81-L-00030-20211010001353,PL81,C,10/10/2021 0:13,10/10/2021 0:15,0,2,0,30,1
0PL81-L-00030-20211010001745,PL81,C,10/10/2021 0:17,10/10/2021 0:18,0,1,0,30,1
0PL81-E-00001-20211010001747,PL81,C,10/10/2021 0:17,10/10/2021 3:15,0,178,0,288,1
0PL81-L-00118-20211010001748,PL81,C,10/10/2021 0:17,10/10/2021 0:26,0,9,0,118,1
0PL81-L-00030-20211010001845,PL81,C,10/10/2021 0:18,10/10/2021 0:19,0,1,0,30,1
0PL81-L-00030-20211010001942,PL81,C,10/10/2021 0:19,10/10/2021 0:19,0,0,0,30,1
0PL81-L-00272-20211010001947,PL81,C,10/10/2021 0:19,10/10/2021 0:33,0,14,0,272,1
0PL81-L-00030-20211010002006,PL81,C,10/10/2021 0:20,10/10/2021 0:21,0,1,0,30,1
0PL81-L-00030-20211010002201,PL81,C,10/10/2021 0:22,10/10/2021 0:29,0,7,0,30,1
0PL81-L-00030-20211010002930,PL81,C,10/10/2021 0:29,10/10/2021 0:30,0,1,0,30,1
0PL81-L-00030-20211010003045,PL81,C,10/10/2021 0:30,10/10/2021 0:33,0,3,0,30,1
0PL81-L-00030-20211010003352,PL81,C,10/10/2021 0:33,10/10/2021 0:46,0,13,0,30,1
0PL81-E-00001-20211010003423,PL81,C,10/10/2021 0:34,10/10/2021 20:50,0,1216,0,345,1
0PL81-E-00001-20211010003428,PL81,C,10/10/2021 0:34,10/10/2021 13:49,0,795,0,169,1
0PL81-L-00118-20211010003636,PL81,C,10/10/2021 0:36,10/10/2021 0:37,0,1,0,118,1
0PL81-L-00118-20211010003908,PL81,C,10/10/2021 0:39,10/10/2021 0:48,0,9,0,118,1
0PL81-L-00014-20211010004336,PL81,C,10/10/2021 0:43,10/10/2021 5:54,0,311,0,14,1
0PL81-L-00030-20211010004638,PL81,C,10/10/2021 0:46,10/10/2021 0:58,0,12,0,30,1
0PL81-L-00118-20211010004855,PL81,C,10/10/2021 0:48,10/10/2021 0:52,0,4,0,118,1
0PL81-E-00001-20211010005853,PL81,C,10/10/2021 0:58,10/10/2021 13:50,0,772,0,26,1
0PL81-L-00030-20211010005855,PL81,C,10/10/2021 0:58,10/10/2021 1:00,0,2,0,30,1
0PL81-E-00001-20211010005943,PL81,C,10/10/2021 0:59,10/10/2021 8:56,0,477,0,335,1
